file,model,agent_type,reassurance_type,sequence,turn_index,confidence,accuracy,toc_turn,condition
2026-04-17T23-03-20__x_ai_grok_4_fast__jtc__miscalibrated__sequence_2__rep9.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_2,5,80.0,1.0,5,jtc / miscalibrated
2026-04-17T22-44-54__anthropic_claude_opus_4_6__nonjtc__miscalibrated__sequence_2__rep6.json,anthropic/claude-opus-4.6,nonjtc,miscalibrated,sequence_2,1,25.0,1.0,6,nonjtc / miscalibrated
2026-04-17T22-44-54__anthropic_claude_opus_4_6__nonjtc__miscalibrated__sequence_2__rep6.json,anthropic/claude-opus-4.6,nonjtc,miscalibrated,sequence_2,2,40.0,1.0,6,nonjtc / miscalibrated
2026-04-17T22-44-54__anthropic_claude_opus_4_6__nonjtc__miscalibrated__sequence_2__rep6.json,anthropic/claude-opus-4.6,nonjtc,miscalibrated,sequence_2,3,45.0,1.0,6,nonjtc / miscalibrated
2026-04-17T22-44-54__anthropic_claude_opus_4_6__nonjtc__miscalibrated__sequence_2__rep6.json,anthropic/claude-opus-4.6,nonjtc,miscalibrated,sequence_2,4,55.0,1.0,6,nonjtc / miscalibrated
2026-04-17T22-44-54__anthropic_claude_opus_4_6__nonjtc__miscalibrated__sequence_2__rep6.json,anthropic/claude-opus-4.6,nonjtc,miscalibrated,sequence_2,5,62.0,1.0,6,nonjtc / miscalibrated
2026-04-17T22-44-54__anthropic_claude_opus_4_6__nonjtc__miscalibrated__sequence_2__rep6.json,anthropic/claude-opus-4.6,nonjtc,miscalibrated,sequence_2,6,68.0,1.0,6,nonjtc / miscalibrated
2026-04-17T23-05-45__x_ai_grok_4_fast__nonjtc__calibrated__sequence_1__rep6.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_1,1,0.0,1.0,6,nonjtc / calibrated
2026-04-17T23-05-45__x_ai_grok_4_fast__nonjtc__calibrated__sequence_1__rep6.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_1,2,15.0,1.0,6,nonjtc / calibrated
2026-04-17T23-05-45__x_ai_grok_4_fast__nonjtc__calibrated__sequence_1__rep6.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_1,3,25.0,1.0,6,nonjtc / calibrated
2026-04-17T23-05-45__x_ai_grok_4_fast__nonjtc__calibrated__sequence_1__rep6.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_1,4,55.0,1.0,6,nonjtc / calibrated
2026-04-17T23-05-45__x_ai_grok_4_fast__nonjtc__calibrated__sequence_1__rep6.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_1,5,70.0,1.0,6,nonjtc / calibrated
2026-04-17T23-05-45__x_ai_grok_4_fast__nonjtc__calibrated__sequence_1__rep6.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_1,6,85.0,1.0,6,nonjtc / calibrated
2026-04-17T23-15-06__x_ai_grok_4_fast__nonjtc__miscalibrated__sequence_2__rep4.json,x-ai/grok-4-fast,nonjtc,miscalibrated,sequence_2,1,50.0,1.0,5,nonjtc / miscalibrated
2026-04-17T23-15-06__x_ai_grok_4_fast__nonjtc__miscalibrated__sequence_2__rep4.json,x-ai/grok-4-fast,nonjtc,miscalibrated,sequence_2,2,65.0,1.0,5,nonjtc / miscalibrated
2026-04-17T23-15-06__x_ai_grok_4_fast__nonjtc__miscalibrated__sequence_2__rep4.json,x-ai/grok-4-fast,nonjtc,miscalibrated,sequence_2,3,70.0,1.0,5,nonjtc / miscalibrated
2026-04-17T23-15-06__x_ai_grok_4_fast__nonjtc__miscalibrated__sequence_2__rep4.json,x-ai/grok-4-fast,nonjtc,miscalibrated,sequence_2,4,75.0,1.0,5,nonjtc / miscalibrated
2026-04-17T23-15-06__x_ai_grok_4_fast__nonjtc__miscalibrated__sequence_2__rep4.json,x-ai/grok-4-fast,nonjtc,miscalibrated,sequence_2,5,80.0,1.0,5,nonjtc / miscalibrated
2026-04-17T23-18-04__openai_gpt_5_4__jtc__calibrated__sequence_1__rep6.json,openai/gpt-5.4,jtc,calibrated,sequence_1,1,52.0,1.0,3,jtc / calibrated
2026-04-17T23-18-04__openai_gpt_5_4__jtc__calibrated__sequence_1__rep6.json,openai/gpt-5.4,jtc,calibrated,sequence_1,2,68.0,1.0,3,jtc / calibrated
2026-04-17T23-18-04__openai_gpt_5_4__jtc__calibrated__sequence_1__rep6.json,openai/gpt-5.4,jtc,calibrated,sequence_1,3,86.0,1.0,3,jtc / calibrated
2026-04-17T22-52-22__x_ai_grok_4_fast__jtc__calibrated__sequence_2__rep5.json,x-ai/grok-4-fast,jtc,calibrated,sequence_2,1,20.0,1.0,6,jtc / calibrated
2026-04-17T22-52-22__x_ai_grok_4_fast__jtc__calibrated__sequence_2__rep5.json,x-ai/grok-4-fast,jtc,calibrated,sequence_2,2,35.0,1.0,6,jtc / calibrated
2026-04-17T22-52-22__x_ai_grok_4_fast__jtc__calibrated__sequence_2__rep5.json,x-ai/grok-4-fast,jtc,calibrated,sequence_2,3,55.0,1.0,6,jtc / calibrated
2026-04-17T22-52-22__x_ai_grok_4_fast__jtc__calibrated__sequence_2__rep5.json,x-ai/grok-4-fast,jtc,calibrated,sequence_2,4,65.0,1.0,6,jtc / calibrated
2026-04-17T22-52-22__x_ai_grok_4_fast__jtc__calibrated__sequence_2__rep5.json,x-ai/grok-4-fast,jtc,calibrated,sequence_2,5,75.0,1.0,6,jtc / calibrated
2026-04-17T22-52-22__x_ai_grok_4_fast__jtc__calibrated__sequence_2__rep5.json,x-ai/grok-4-fast,jtc,calibrated,sequence_2,6,85.0,1.0,6,jtc / calibrated
2026-04-17T23-20-49__openai_gpt_5_4__jtc__miscalibrated__sequence_2__rep1.json,openai/gpt-5.4,jtc,miscalibrated,sequence_2,1,58.0,1.0,3,jtc / miscalibrated
2026-04-17T23-20-49__openai_gpt_5_4__jtc__miscalibrated__sequence_2__rep1.json,openai/gpt-5.4,jtc,miscalibrated,sequence_2,2,84.0,1.0,3,jtc / miscalibrated
2026-04-17T23-20-49__openai_gpt_5_4__jtc__miscalibrated__sequence_2__rep1.json,openai/gpt-5.4,jtc,miscalibrated,sequence_2,3,88.0,1.0,3,jtc / miscalibrated
2026-04-17T22-20-05__anthropic_claude_opus_4_6__jtc__calibrated__sequence_2__rep6.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_2,1,45.0,1.0,6,jtc / calibrated
2026-04-17T22-20-05__anthropic_claude_opus_4_6__jtc__calibrated__sequence_2__rep6.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_2,2,55.0,1.0,6,jtc / calibrated
2026-04-17T22-20-05__anthropic_claude_opus_4_6__jtc__calibrated__sequence_2__rep6.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_2,3,45.0,1.0,6,jtc / calibrated
2026-04-17T22-20-05__anthropic_claude_opus_4_6__jtc__calibrated__sequence_2__rep6.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_2,4,55.0,1.0,6,jtc / calibrated
2026-04-17T22-20-05__anthropic_claude_opus_4_6__jtc__calibrated__sequence_2__rep6.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_2,5,65.0,1.0,6,jtc / calibrated
2026-04-17T22-20-05__anthropic_claude_opus_4_6__jtc__calibrated__sequence_2__rep6.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_2,6,72.0,1.0,6,jtc / calibrated
2026-04-17T22-57-16__x_ai_grok_4_fast__jtc__miscalibrated__sequence_1__rep5.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_1,1,50.0,1.0,6,jtc / miscalibrated
2026-04-17T22-57-16__x_ai_grok_4_fast__jtc__miscalibrated__sequence_1__rep5.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_1,2,50.0,1.0,6,jtc / miscalibrated
2026-04-17T22-57-16__x_ai_grok_4_fast__jtc__miscalibrated__sequence_1__rep5.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_1,3,50.0,1.0,6,jtc / miscalibrated
2026-04-17T22-57-16__x_ai_grok_4_fast__jtc__miscalibrated__sequence_1__rep5.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_1,4,55.0,1.0,6,jtc / miscalibrated
2026-04-17T22-57-16__x_ai_grok_4_fast__jtc__miscalibrated__sequence_1__rep5.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_1,5,65.0,1.0,6,jtc / miscalibrated
2026-04-17T22-57-16__x_ai_grok_4_fast__jtc__miscalibrated__sequence_1__rep5.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_1,6,75.0,1.0,6,jtc / miscalibrated
2026-04-17T23-28-43__openai_gpt_5_4__nonjtc__miscalibrated__sequence_2__rep6.json,openai/gpt-5.4,nonjtc,miscalibrated,sequence_2,1,18.0,1.0,4,nonjtc / miscalibrated
2026-04-17T23-28-43__openai_gpt_5_4__nonjtc__miscalibrated__sequence_2__rep6.json,openai/gpt-5.4,nonjtc,miscalibrated,sequence_2,2,30.0,1.0,4,nonjtc / miscalibrated
2026-04-17T23-28-43__openai_gpt_5_4__nonjtc__miscalibrated__sequence_2__rep6.json,openai/gpt-5.4,nonjtc,miscalibrated,sequence_2,3,58.0,1.0,4,nonjtc / miscalibrated
2026-04-17T23-28-43__openai_gpt_5_4__nonjtc__miscalibrated__sequence_2__rep6.json,openai/gpt-5.4,nonjtc,miscalibrated,sequence_2,4,84.0,1.0,4,nonjtc / miscalibrated
2026-04-17T23-24-45__openai_gpt_5_4__nonjtc__calibrated__sequence_2__rep5.json,openai/gpt-5.4,nonjtc,calibrated,sequence_2,1,18.0,1.0,5,nonjtc / calibrated
2026-04-17T23-24-45__openai_gpt_5_4__nonjtc__calibrated__sequence_2__rep5.json,openai/gpt-5.4,nonjtc,calibrated,sequence_2,2,24.0,1.0,5,nonjtc / calibrated
2026-04-17T23-24-45__openai_gpt_5_4__nonjtc__calibrated__sequence_2__rep5.json,openai/gpt-5.4,nonjtc,calibrated,sequence_2,3,44.0,1.0,5,nonjtc / calibrated
2026-04-17T23-24-45__openai_gpt_5_4__nonjtc__calibrated__sequence_2__rep5.json,openai/gpt-5.4,nonjtc,calibrated,sequence_2,4,68.0,1.0,5,nonjtc / calibrated
2026-04-17T23-24-45__openai_gpt_5_4__nonjtc__calibrated__sequence_2__rep5.json,openai/gpt-5.4,nonjtc,calibrated,sequence_2,5,84.0,1.0,5,nonjtc / calibrated
2026-04-17T22-36-06__anthropic_claude_opus_4_6__nonjtc__calibrated__sequence_2__rep5.json,anthropic/claude-opus-4.6,nonjtc,calibrated,sequence_2,1,15.0,1.0,6,nonjtc / calibrated
2026-04-17T22-36-06__anthropic_claude_opus_4_6__nonjtc__calibrated__sequence_2__rep5.json,anthropic/claude-opus-4.6,nonjtc,calibrated,sequence_2,2,25.0,1.0,6,nonjtc / calibrated
2026-04-17T22-36-06__anthropic_claude_opus_4_6__nonjtc__calibrated__sequence_2__rep5.json,anthropic/claude-opus-4.6,nonjtc,calibrated,sequence_2,3,40.0,1.0,6,nonjtc / calibrated
2026-04-17T22-36-06__anthropic_claude_opus_4_6__nonjtc__calibrated__sequence_2__rep5.json,anthropic/claude-opus-4.6,nonjtc,calibrated,sequence_2,4,55.0,1.0,6,nonjtc / calibrated
2026-04-17T22-36-06__anthropic_claude_opus_4_6__nonjtc__calibrated__sequence_2__rep5.json,anthropic/claude-opus-4.6,nonjtc,calibrated,sequence_2,5,65.0,1.0,6,nonjtc / calibrated
2026-04-17T22-36-06__anthropic_claude_opus_4_6__nonjtc__calibrated__sequence_2__rep5.json,anthropic/claude-opus-4.6,nonjtc,calibrated,sequence_2,6,72.0,1.0,6,nonjtc / calibrated
2026-04-17T22-55-57__x_ai_grok_4_fast__jtc__miscalibrated__sequence_1__rep2.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_1,1,30.0,1.0,6,jtc / miscalibrated
2026-04-17T22-55-57__x_ai_grok_4_fast__jtc__miscalibrated__sequence_1__rep2.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_1,2,45.0,1.0,6,jtc / miscalibrated
2026-04-17T22-55-57__x_ai_grok_4_fast__jtc__miscalibrated__sequence_1__rep2.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_1,3,40.0,1.0,6,jtc / miscalibrated
2026-04-17T22-55-57__x_ai_grok_4_fast__jtc__miscalibrated__sequence_1__rep2.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_1,4,45.0,1.0,6,jtc / miscalibrated
2026-04-17T22-55-57__x_ai_grok_4_fast__jtc__miscalibrated__sequence_1__rep2.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_1,5,50.0,1.0,6,jtc / miscalibrated
2026-04-17T22-55-57__x_ai_grok_4_fast__jtc__miscalibrated__sequence_1__rep2.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_1,6,65.0,1.0,6,jtc / miscalibrated
2026-04-17T23-10-07__x_ai_grok_4_fast__nonjtc__calibrated__sequence_2__rep10.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_2,1,20.0,1.0,6,nonjtc / calibrated
2026-04-17T23-10-07__x_ai_grok_4_fast__nonjtc__calibrated__sequence_2__rep10.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_2,2,35.0,1.0,6,nonjtc / calibrated
2026-04-17T23-10-07__x_ai_grok_4_fast__nonjtc__calibrated__sequence_2__rep10.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_2,3,40.0,1.0,6,nonjtc / calibrated
2026-04-17T23-10-07__x_ai_grok_4_fast__nonjtc__calibrated__sequence_2__rep10.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_2,4,55.0,1.0,6,nonjtc / calibrated
2026-04-17T23-10-07__x_ai_grok_4_fast__nonjtc__calibrated__sequence_2__rep10.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_2,5,65.0,1.0,6,nonjtc / calibrated
2026-04-17T23-10-07__x_ai_grok_4_fast__nonjtc__calibrated__sequence_2__rep10.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_2,6,70.0,1.0,6,nonjtc / calibrated
2026-04-17T23-15-28__x_ai_grok_4_fast__nonjtc__miscalibrated__sequence_2__rep5.json,x-ai/grok-4-fast,nonjtc,miscalibrated,sequence_2,1,40.0,1.0,6,nonjtc / miscalibrated
2026-04-17T23-15-28__x_ai_grok_4_fast__nonjtc__miscalibrated__sequence_2__rep5.json,x-ai/grok-4-fast,nonjtc,miscalibrated,sequence_2,2,50.0,1.0,6,nonjtc / miscalibrated
2026-04-17T23-15-28__x_ai_grok_4_fast__nonjtc__miscalibrated__sequence_2__rep5.json,x-ai/grok-4-fast,nonjtc,miscalibrated,sequence_2,3,55.0,1.0,6,nonjtc / miscalibrated
2026-04-17T23-15-28__x_ai_grok_4_fast__nonjtc__miscalibrated__sequence_2__rep5.json,x-ai/grok-4-fast,nonjtc,miscalibrated,sequence_2,4,65.0,1.0,6,nonjtc / miscalibrated
2026-04-17T23-15-28__x_ai_grok_4_fast__nonjtc__miscalibrated__sequence_2__rep5.json,x-ai/grok-4-fast,nonjtc,miscalibrated,sequence_2,5,70.0,1.0,6,nonjtc / miscalibrated
2026-04-17T23-15-28__x_ai_grok_4_fast__nonjtc__miscalibrated__sequence_2__rep5.json,x-ai/grok-4-fast,nonjtc,miscalibrated,sequence_2,6,85.0,1.0,6,nonjtc / miscalibrated
2026-04-17T22-23-47__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_1__rep5.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_1,1,45.0,1.0,6,jtc / miscalibrated
2026-04-17T22-23-47__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_1__rep5.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_1,2,55.0,1.0,6,jtc / miscalibrated
2026-04-17T22-23-47__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_1__rep5.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_1,3,50.0,1.0,6,jtc / miscalibrated
2026-04-17T22-23-47__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_1__rep5.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_1,4,58.0,1.0,6,jtc / miscalibrated
2026-04-17T22-23-47__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_1__rep5.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_1,5,68.0,1.0,6,jtc / miscalibrated
2026-04-17T22-23-47__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_1__rep5.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_1,6,75.0,1.0,6,jtc / miscalibrated
2026-04-17T23-23-56__openai_gpt_5_4__nonjtc__calibrated__sequence_2__rep1.json,openai/gpt-5.4,nonjtc,calibrated,sequence_2,1,18.0,1.0,4,nonjtc / calibrated
2026-04-17T23-23-56__openai_gpt_5_4__nonjtc__calibrated__sequence_2__rep1.json,openai/gpt-5.4,nonjtc,calibrated,sequence_2,2,34.0,1.0,4,nonjtc / calibrated
2026-04-17T23-23-56__openai_gpt_5_4__nonjtc__calibrated__sequence_2__rep1.json,openai/gpt-5.4,nonjtc,calibrated,sequence_2,3,57.0,1.0,4,nonjtc / calibrated
2026-04-17T23-23-56__openai_gpt_5_4__nonjtc__calibrated__sequence_2__rep1.json,openai/gpt-5.4,nonjtc,calibrated,sequence_2,4,86.0,1.0,4,nonjtc / calibrated
2026-04-17T23-21-35__openai_gpt_5_4__jtc__miscalibrated__sequence_2__rep10.json,openai/gpt-5.4,jtc,miscalibrated,sequence_2,1,58.0,1.0,2,jtc / miscalibrated
2026-04-17T23-21-35__openai_gpt_5_4__jtc__miscalibrated__sequence_2__rep10.json,openai/gpt-5.4,jtc,miscalibrated,sequence_2,2,82.0,1.0,2,jtc / miscalibrated
2026-04-17T23-07-01__x_ai_grok_4_fast__nonjtc__calibrated__sequence_1__rep10.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_1,1,50.0,1.0,6,nonjtc / calibrated
2026-04-17T23-07-01__x_ai_grok_4_fast__nonjtc__calibrated__sequence_1__rep10.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_1,2,55.0,1.0,6,nonjtc / calibrated
2026-04-17T23-07-01__x_ai_grok_4_fast__nonjtc__calibrated__sequence_1__rep10.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_1,3,60.0,1.0,6,nonjtc / calibrated
2026-04-17T23-07-01__x_ai_grok_4_fast__nonjtc__calibrated__sequence_1__rep10.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_1,4,70.0,1.0,6,nonjtc / calibrated
2026-04-17T23-07-01__x_ai_grok_4_fast__nonjtc__calibrated__sequence_1__rep10.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_1,5,75.0,1.0,6,nonjtc / calibrated
2026-04-17T23-07-01__x_ai_grok_4_fast__nonjtc__calibrated__sequence_1__rep10.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_1,6,80.0,1.0,6,nonjtc / calibrated
2026-04-17T23-05-07__x_ai_grok_4_fast__nonjtc__calibrated__sequence_1__rep4.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_1,1,50.0,1.0,6,nonjtc / calibrated
2026-04-17T23-05-07__x_ai_grok_4_fast__nonjtc__calibrated__sequence_1__rep4.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_1,2,50.0,1.0,6,nonjtc / calibrated
2026-04-17T23-05-07__x_ai_grok_4_fast__nonjtc__calibrated__sequence_1__rep4.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_1,3,55.0,1.0,6,nonjtc / calibrated
2026-04-17T23-05-07__x_ai_grok_4_fast__nonjtc__calibrated__sequence_1__rep4.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_1,4,60.0,1.0,6,nonjtc / calibrated
2026-04-17T23-05-07__x_ai_grok_4_fast__nonjtc__calibrated__sequence_1__rep4.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_1,5,65.0,1.0,6,nonjtc / calibrated
2026-04-17T23-05-07__x_ai_grok_4_fast__nonjtc__calibrated__sequence_1__rep4.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_1,6,75.0,1.0,6,nonjtc / calibrated
2026-04-17T23-22-00__openai_gpt_5_4__nonjtc__calibrated__sequence_1__rep2.json,openai/gpt-5.4,nonjtc,calibrated,sequence_1,1,18.0,1.0,5,nonjtc / calibrated
2026-04-17T23-22-00__openai_gpt_5_4__nonjtc__calibrated__sequence_1__rep2.json,openai/gpt-5.4,nonjtc,calibrated,sequence_1,2,34.0,1.0,5,nonjtc / calibrated
2026-04-17T23-22-00__openai_gpt_5_4__nonjtc__calibrated__sequence_1__rep2.json,openai/gpt-5.4,nonjtc,calibrated,sequence_1,3,40.0,1.0,5,nonjtc / calibrated
2026-04-17T23-22-00__openai_gpt_5_4__nonjtc__calibrated__sequence_1__rep2.json,openai/gpt-5.4,nonjtc,calibrated,sequence_1,4,68.0,1.0,5,nonjtc / calibrated
2026-04-17T23-22-00__openai_gpt_5_4__nonjtc__calibrated__sequence_1__rep2.json,openai/gpt-5.4,nonjtc,calibrated,sequence_1,5,86.0,1.0,5,nonjtc / calibrated
2026-04-17T23-08-53__x_ai_grok_4_fast__nonjtc__calibrated__sequence_2__rep6.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_2,1,40.0,1.0,6,nonjtc / calibrated
2026-04-17T23-08-53__x_ai_grok_4_fast__nonjtc__calibrated__sequence_2__rep6.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_2,2,50.0,1.0,6,nonjtc / calibrated
2026-04-17T23-08-53__x_ai_grok_4_fast__nonjtc__calibrated__sequence_2__rep6.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_2,3,55.0,1.0,6,nonjtc / calibrated
2026-04-17T23-08-53__x_ai_grok_4_fast__nonjtc__calibrated__sequence_2__rep6.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_2,4,60.0,1.0,6,nonjtc / calibrated
2026-04-17T23-08-53__x_ai_grok_4_fast__nonjtc__calibrated__sequence_2__rep6.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_2,5,65.0,1.0,6,nonjtc / calibrated
2026-04-17T23-08-53__x_ai_grok_4_fast__nonjtc__calibrated__sequence_2__rep6.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_2,6,70.0,1.0,6,nonjtc / calibrated
2026-04-17T22-19-42__anthropic_claude_opus_4_6__jtc__calibrated__sequence_2__rep5.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_2,1,45.0,1.0,6,jtc / calibrated
2026-04-17T22-19-42__anthropic_claude_opus_4_6__jtc__calibrated__sequence_2__rep5.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_2,2,55.0,1.0,6,jtc / calibrated
2026-04-17T22-19-42__anthropic_claude_opus_4_6__jtc__calibrated__sequence_2__rep5.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_2,3,45.0,1.0,6,jtc / calibrated
2026-04-17T22-19-42__anthropic_claude_opus_4_6__jtc__calibrated__sequence_2__rep5.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_2,4,55.0,1.0,6,jtc / calibrated
2026-04-17T22-19-42__anthropic_claude_opus_4_6__jtc__calibrated__sequence_2__rep5.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_2,5,65.0,1.0,6,jtc / calibrated
2026-04-17T22-19-42__anthropic_claude_opus_4_6__jtc__calibrated__sequence_2__rep5.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_2,6,72.0,1.0,6,jtc / calibrated
2026-04-17T23-04-30__x_ai_grok_4_fast__nonjtc__calibrated__sequence_1__rep2.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_1,1,20.0,1.0,6,nonjtc / calibrated
2026-04-17T23-04-30__x_ai_grok_4_fast__nonjtc__calibrated__sequence_1__rep2.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_1,2,35.0,1.0,6,nonjtc / calibrated
2026-04-17T23-04-30__x_ai_grok_4_fast__nonjtc__calibrated__sequence_1__rep2.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_1,3,45.0,1.0,6,nonjtc / calibrated
2026-04-17T23-04-30__x_ai_grok_4_fast__nonjtc__calibrated__sequence_1__rep2.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_1,4,60.0,1.0,6,nonjtc / calibrated
2026-04-17T23-04-30__x_ai_grok_4_fast__nonjtc__calibrated__sequence_1__rep2.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_1,5,70.0,1.0,6,nonjtc / calibrated
2026-04-17T23-04-30__x_ai_grok_4_fast__nonjtc__calibrated__sequence_1__rep2.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_1,6,85.0,1.0,6,nonjtc / calibrated
2026-04-17T23-27-52__openai_gpt_5_4__nonjtc__miscalibrated__sequence_2__rep1.json,openai/gpt-5.4,nonjtc,miscalibrated,sequence_2,1,18.0,1.0,4,nonjtc / miscalibrated
2026-04-17T23-27-52__openai_gpt_5_4__nonjtc__miscalibrated__sequence_2__rep1.json,openai/gpt-5.4,nonjtc,miscalibrated,sequence_2,2,32.0,1.0,4,nonjtc / miscalibrated
2026-04-17T23-27-52__openai_gpt_5_4__nonjtc__miscalibrated__sequence_2__rep1.json,openai/gpt-5.4,nonjtc,miscalibrated,sequence_2,3,61.0,1.0,4,nonjtc / miscalibrated
2026-04-17T23-27-52__openai_gpt_5_4__nonjtc__miscalibrated__sequence_2__rep1.json,openai/gpt-5.4,nonjtc,miscalibrated,sequence_2,4,84.0,1.0,4,nonjtc / miscalibrated
2026-04-17T22-28-12__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_2__rep6.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_2,1,35.0,1.0,6,jtc / miscalibrated
2026-04-17T22-28-12__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_2__rep6.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_2,2,55.0,1.0,6,jtc / miscalibrated
2026-04-17T22-28-12__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_2__rep6.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_2,3,45.0,1.0,6,jtc / miscalibrated
2026-04-17T22-28-12__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_2__rep6.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_2,4,50.0,1.0,6,jtc / miscalibrated
2026-04-17T22-28-12__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_2__rep6.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_2,5,60.0,1.0,6,jtc / miscalibrated
2026-04-17T22-28-12__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_2__rep6.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_2,6,65.0,1.0,6,jtc / miscalibrated
2026-04-17T23-20-26__openai_gpt_5_4__jtc__miscalibrated__sequence_1__rep7.json,openai/gpt-5.4,jtc,miscalibrated,sequence_1,1,58.0,1.0,2,jtc / miscalibrated
2026-04-17T23-20-26__openai_gpt_5_4__jtc__miscalibrated__sequence_1__rep7.json,openai/gpt-5.4,jtc,miscalibrated,sequence_1,2,84.0,1.0,2,jtc / miscalibrated
2026-04-17T22-46-45__x_ai_grok_4_fast__jtc__calibrated__sequence_1__rep1.json,x-ai/grok-4-fast,jtc,calibrated,sequence_1,1,60.0,1.0,3,jtc / calibrated
2026-04-17T22-46-45__x_ai_grok_4_fast__jtc__calibrated__sequence_1__rep1.json,x-ai/grok-4-fast,jtc,calibrated,sequence_1,2,75.0,1.0,3,jtc / calibrated
